Most significant genomic positions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,Diff,,,,Apv,,,,Pk,,,,,,,LeftGene,Distance,Start,End,Strand,Product,RightGene,Distance,Start,End,Strand,Product,AffyLogC Left,,,,,,,AffyLogC Right,,,,,,
2854150,0.0415262072,0.0192579512,0.0230448877,0.0459278302,-0.0094795643,1.24E-18,6.57E-06,7.20E-12,6.88E-22,1,1,1,1,1,0,-,-,-,-,-,-,SVEN_t23,26,2854176,2854249,1,tRNA-Lys,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1503250,0.0435719614,0.001801098,0.0136953709,0.0214952177,-0.0312864782,7.16E-21,0.9999998111,0.0960191436,0.0730060615,1,1,0,0,0,0,SVEN_1340,388,1502011,1502862,-1,putative secreted hydrolase,SVEN_1341,205,1503455,1504285,1,glycosyltransferase,-0.0698180444,-0.9057816337,-0.5039373073,0.2927728083,0.2642105799,-0.0215320402,-0.0118822284,-0.183179768,-1.7656750818,-0.8374043855,-0.5999921965,0.6111556757,-0.1236911204,0.0637471799
1337400,0.0434625507,0.0003886017,0.0052073884,0.0077823984,-0.0131928592,9.49E-21,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1187,382,1335678,1337018,-1,putative transcriptional regulator,SVEN_1188,354,1337754,1338335,1,hypothetical protein,0.0328028634,0.0742636687,0.0084824639,0.0686738437,-0.1124702825,0.1857012128,0.0291766882,0.1790450169,0.0874502898,0.2036733021,0.2090160303,0.0006182494,0.0340641292,-0.0365020623
6508300,0.0432873488,-0.0015082804,-0.000816949,0.0289870404,-0.0002563173,1.49E-20,0.9999998111,1,1.64E-06,1,1,0,0,1,0,SVEN_5978,-93,6508043,6508393,-1,Aminoglycoside 3-phosphotransferase,SVEN_5979,271,6508571,6509569,1,hypothetical protein,-0.0454100679,-0.1351014735,-0.0576628668,0.0185148051,0.0213280964,-0.1629489193,0.2263474501,0.1200834241,-8.14E-05,-0.0811228327,0.0695720493,0.0494006785,0.0316877111,-0.0520312264
140950,0.0036680937,0.0305594854,0.0031563034,0.0171494977,-0.0017897251,0.9999517222,1.73E-20,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_0140,373,141323,142843,1,Catalase,-,-,-,-,-,-,-,0.180805747,0.0173712105,0.0603461525,-0.1369748407,-0.5833573098,-0.7106838406,-0.6233571765
2278925,0.0431218984,0.0071026935,0.0106495449,0.035826533,-0.011161904,2.27E-20,0.9999998111,1,6.64E-12,1,1,0,0,1,0,SVEN_2069,22,2278697,2278903,-1,hypothetical protein,-,-,-,-,-,-,0.235038137,-0.1212751046,-0.2733282967,-0.0426328685,-0.3753543437,0.2072293896,0.7144904063,-,-,-,-,-,-,-
1043250,0.0425527379,0.002369791,0.0093058546,0.0105109903,-0.0235897924,9.64E-20,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_0915,231,1041601,1043019,-1,Na+ or H+ antiporter,SVEN_0916,82,1043332,1044543,1,"major facilitator family transporter, cmlR2",0.0283724608,0.0284449686,0.022546987,-0.6032149474,0.0873877718,0.0362821965,-0.0527380501,0.1385760775,0.023035605,0.1005019786,-0.1472959956,-0.2208492339,-0.350515625,-0.2826740672
3147525,0.0351600561,0.0047076043,0.0093053703,0.0438118662,-0.0004138324,2.45E-12,0.9999998111,1,1.35E-19,1,1,0,0,1,0,SVEN_t26,91,3147350,3147434,-1,tRNA-Leu,SVEN_2892,287,3147812,3148582,1,putative ABC transporter ATP-binding protein,-,-,-,-,-,-,-,-1.8810714977,-1.2123059629,-4.4836740522,-0.1851264695,0.5019344064,-0.2686590554,-1.0961650591
5339400,0.0171916828,0.0219547065,0.0098538441,0.0434765395,-0.0003806503,0.9999517222,8.38E-09,1,3.04E-19,1,0,1,0,1,0,-,-,-,-,-,-,SVEN_4965,135,5339535,5342558,1,hypothetical protein,-,-,-,-,-,-,-,0.0745757938,-0.1440666819,-0.5681990742,0.3741899365,0.2416785534,0.3763770626,-0.2058335634
5426475,0.0083792196,0.0219637255,0.0079763608,0.0433691297,0.0009711553,0.9999517222,8.18E-09,1,3.94E-19,1,0,1,0,1,0,SVEN_5041,81,5425360,5426394,-1,putative alkanal monooxygenase,SVEN_5042,119,5426594,5426923,1,"putative ATP or GTP-binding protein, doubtful CDS",-0.0378022029,-1.6577271355,-1.7729181255,1.7659017807,1.1924007603,1.6246767217,1.4780080356,0.0667676374,-0.0294960803,0.0547214494,0.3490363696,0.2379168642,-0.0182080101,0.4731278992
8156200,0.0321544722,0.0229253817,0.005161401,0.0432248549,-0.0015587136,1.02E-09,6.19E-10,1,5.57E-19,1,1,1,0,1,0,SVEN_7394,-81,8155670,8156281,-1,ADP-ribose pyrophosphatase,SVEN_7395,162,8156362,8157129,1,hypothetical protein,-0.0459763197,-0.6106574714,-0.2823574859,0.6135909625,0.8176206253,1.121819021,1.2436680672,-0.1321569924,0.4289543463,0.3168542074,-0.3733379498,-0.0153982141,-0.0604086294,0.1827593011
5149350,0.0145312058,0.0179622559,0.0092480464,0.0428431002,-0.0038354265,0.9999517222,0.0001197905,1,1.39E-18,1,0,0,0,1,0,SVEN_4783,131,5148758,5149219,-1,ATP-binding protein,-,-,-,-,-,-,0.1109509865,-0.1991517166,-0.2409187684,0.2927276139,0.2774293233,0.1834337519,0.8684478385,-,-,-,-,-,-,-
4802600,0.0061499684,0.0293036184,0.0065736453,0.0342319334,-0.0021162144,0.9999517222,1.50E-18,1,1.51E-10,1,0,1,0,1,0,-,-,-,-,-,-,SVEN_4460,394,4802994,4806050,1,hypothetical protein,-,-,-,-,-,-,-,-0.3438338409,-0.4305806225,-0.1866983394,-0.0446267458,0.2440912156,0.356278499,0.124668546
5992875,0.0193951258,0.0078972265,0.0073239088,0.0427860199,-0.0011682387,0.403168683,0.9999998111,1,1.59E-18,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_5514,270,5993145,5993915,1,putative peptidase,-,-,-,-,-,-,-,-1.2689233387,-2.6005343259,0.2129631113,0.1288536046,0.5513881773,0.3149637583,1.4386075484
240725,0.0410915858,0.0027292358,0.0109296573,0.0216845015,-0.0204030262,3.60E-18,0.9999998111,1,0.0578102551,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_0226,183,240908,241459,1,"L-2,4-diaminobutyric acid acetyltransferase",-,-,-,-,-,-,-,-0.1453370954,-0.4335257042,0.8134237034,0.1259324527,0.0087686312,-0.006658739,-0.0038684909
6733725,0.0171644227,0.0238087094,0.0056642051,0.0422706254,-9.79E-06,0.9999517222,5.26E-11,1,5.39E-18,1,0,1,0,1,0,SVEN_6180,1454,6731789,6732271,-1,hypothetical protein,SVEN_6182,153,6733878,6734330,1,putative transcriptional regulator,0.0357449646,0.021142563,-0.0208723013,0.0052951292,-0.0494397032,-0.1420410162,0.0898439382,0.0629371919,0.1189391632,-0.0039549533,0.024614138,-0.1570429989,-0.0830229971,0.0744245204
2129325,0.0036790285,0.0289065345,0.0053832933,0.0091949274,-0.001667243,0.9999517222,5.92E-18,1,0.9999999907,1,0,1,0,0,0,SVEN_1908,1840,2126151,2127485,-1,hypothetical protein,SVEN_1910,430,2129755,2130531,1,ADP-ribose pyrophosphatase,-0.1405429804,0.0803404247,0.4335672128,-0.1058013526,-0.0847024431,-0.0637521705,-0.0837974445,0.1652036063,-0.4206884604,-0.3621962611,0.2425876565,-0.1534548537,-0.0131900489,-0.0469348513
3222650,0.0218521979,0.0113230677,0.0047176456,0.0421000347,0.0003196391,0.0183605366,0.9999998111,1,8.05E-18,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_2949,13,3222663,3223106,1,hypothetical protein,-,-,-,-,-,-,-,-0.0115406252,0.0823784855,0.1130549262,0.229833961,0.0878205228,0.1072039331,-0.0928616883
3038300,0.0406828907,-0.0002101715,0.0033749788,0.0109697095,-0.0106834739,9.70E-18,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2772,-64,3037981,3038364,-1,hypothetical protein,SVEN_2773,415,3038715,3039170,1,hypothetical protein,0.1223320185,-0.0842775545,-0.0574551694,-0.2366289674,-0.3288719621,-0.1231019104,0.3439102022,-0.1351403263,0.1311129362,0.1358561574,-0.0829868061,-0.4464687982,-0.187110356,-0.1832676696
3011125,0.0037027469,0.0287535314,0.0068176958,0.0148142992,-0.0004213729,0.9999517222,1.00E-17,1,0.9999999907,1,0,1,0,0,0,SVEN_2753,1425,3008924,3009700,-1,Competence protein F,-,-,-,-,-,-,0.1644320402,-0.0089748032,-0.0098888007,0.0146030001,-0.0844071895,0.0073361249,-0.066480416,-,-,-,-,-,-,-
6882000,0.0034262564,0.0285962333,0.0047641171,0.014893325,0.0002211136,0.9999517222,1.71E-17,1,0.9999999907,1,0,1,0,0,0,SVEN_6306,316,6879663,6881684,-1,"Ethylmalonyl-CoA mutase,methylsuccinyl-CoA-forming",-,-,-,-,-,-,-0.0607503777,-1.3957194261,0.7235913537,-0.5204286806,0.0786154564,-0.0972425298,-0.0777288222,-,-,-,-,-,-,-
1189600,-0.0020775897,0.0285478318,0.0027439731,0.0059360848,-0.0007842907,0.9999517222,2.01E-17,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_1048,77,1189677,1190900,1,putative transport protein,-,-,-,-,-,-,-,0.1271725405,-0.0221364511,0.1256004231,-0.1031403476,-0.1114180947,-0.1770685142,-0.2960990027
513600,0.0122793601,0.0034076299,0.0166568429,0.0415935438,0.0022863623,0.9999517222,0.9999998111,0.0002036674,2.62E-17,1,0,0,0,1,0,SVEN_0472,50,512969,513550,-1,hypothetical protein,SVEN_0473,87,513687,514046,1,hypothetical protein,0.2437818236,0.1238194148,0.1247681801,-0.2400751816,-0.3923853066,0.0259221062,-0.0353705006,0.0626028846,0.0404641581,-0.0513126765,-0.0256213638,-0.3996631956,-0.0585974662,-0.2191050106
8156175,0.0313608243,0.0230121885,0.0052353028,0.0413877003,-0.0023520899,4.57E-09,4.88E-10,1,4.21E-17,1,1,1,0,1,0,-,-,-,-,-,-,SVEN_7395,187,8156362,8157129,1,hypothetical protein,-,-,-,-,-,-,-,-0.1321569924,0.4289543463,0.3168542074,-0.3733379498,-0.0153982141,-0.0604086294,0.1827593011
169850,0.0094566352,0.0013698423,0.005505879,0.0412758788,-0.0009141701,0.9999517222,0.9999998111,1,5.44E-17,1,0,0,0,1,0,SVEN_0162,58,169079,169792,-1,"Transcriptional regulator, TetR family",SVEN_0163,104,169954,171690,1,amidotransferase-related protein,-0.0154973351,0.0214811091,-0.0020555828,-0.0159207792,0.1539795999,0.0081535461,-0.0540233243,-0.1923105881,-0.0204531814,0.099080238,-0.0728110124,0.0525594441,-0.0112953029,0.0544726617
6379725,0.0160305894,0.0227951491,0.0123180166,0.0411094798,0.0006658605,0.9999517222,8.84E-10,1,7.97E-17,1,0,1,0,1,0,-,-,-,-,-,-,SVEN_5854,270,6379995,6380477,1,hypothetical protein,-,-,-,-,-,-,-,-1.7883059635,-0.1640606498,0.1666771309,-0.1462979595,0.2687837238,-0.2628220001,-0.0215309079
7022500,0.0247728261,0.0168929889,0.0084625382,0.0408495923,-0.0006566546,0.0002985417,0.0011371724,1,1.44E-16,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_6439,1200,7023700,7025313,1,putative transferase,-,-,-,-,-,-,-,-1.3650962947,3.3824618353,1.5561057365,-0.23147305,0.0252132091,0.0589491476,-0.0013490264
4030350,0.0108001124,0.027942051,0.0105937365,0.0317943848,-0.0018518786,0.9999517222,1.54E-16,1,1.36E-08,1,0,1,0,1,0,SVEN_3712,133,4029837,4030217,-1,hypothetical protein,SVEN_3713,73,4030423,4031931,1,Cytochrome d ubiquinol oxidase subunit I,0.0159934117,0.3653040216,0.2266950127,-0.1493335966,-0.4221725816,0.8450367464,0.6529727582,1.9935790437,-0.0481349654,-0.471554293,-1.3022724623,-0.962825262,0.1368947629,0.8625870007
2530125,0.0393747411,-0.0001347387,0.012119237,0.0124977887,-0.0116031657,2.17E-16,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2341,133,2528127,2529992,-1,Translation elongation factor LepA,SVEN_2342,-28,2530097,2530441,1,SSU ribosomal protein S20p,-0.6122872655,1.0389911806,0.5963071124,-0.682366743,-0.1181484899,-0.1879886195,0.009576096,-0.2298564958,0.0848428917,0.788907059,-1.0421925087,-0.0144586197,-0.1534213635,0.8547053385
3051050,0.0008233106,0.0277791798,0.0030180243,0.0066276571,-0.0017325597,0.9999517222,2.64E-16,1,0.9999999907,1,0,1,0,0,0,SVEN_2781,121,3049847,3050929,-1,N-acetylglucosamine-1-phosphate uridyltransferase or Glucosamine-1-phosphate N-acetyltransferase,-,-,-,-,-,-,-0.2043570921,-0.2752153085,0.3647798238,-0.1527942984,-0.9425695259,-0.53663485,0.3167834688,-,-,-,-,-,-,-
1777400,0.0392439247,-0.0002810675,0.0066835647,0.0089396893,-0.0095630068,2.94E-16,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_1593,178,1777578,1777991,1,hypothetical protein,-,-,-,-,-,-,-,0.1511197515,-2.2832442271,-1.0656762734,0.9609013926,-0.2678204775,-0.0807677676,0.046288952
6733750,0.0157431715,0.0229793206,0.0056066548,0.0404278736,0.0013443244,0.9999517222,5.34E-10,1,3.75E-16,1,0,1,0,1,0,SVEN_6181,-99,6733079,6733849,-1,hypothetical protein,SVEN_6182,128,6733878,6734330,1,putative transcriptional regulator,0.0804204056,0.0779753448,0.0636439007,0.0645542195,-0.0489141426,-0.0428978888,-0.0740938341,0.0629371919,0.1189391632,-0.0039549533,0.024614138,-0.1570429989,-0.0830229971,0.0744245204
4725700,0.039084193,0.0036877631,0.0070792426,0.0142132482,-0.0152542864,4.26E-16,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4371,132,4725832,4726203,1,SSU ribosomal protein S12p,-,-,-,-,-,-,-,-0.4106789229,1.7742396856,0.9590053363,-1.79403448,0.1432055266,-0.6691231764,0.7212089161
5814575,0.0229685322,-0.002899827,0.0038277624,0.0402869323,-0.0008780037,0.0040281346,0.9999998111,1,5.14E-16,1,0,0,0,1,0,SVEN_5373,1130,5811598,5813445,-1,putative peptide transport system secreted peptide binding protein,-,-,-,-,-,-,-0.027138026,-0.0109541064,-0.0107846002,-0.5934088132,-0.8727767462,0.2875449137,-0.0453500873,-,-,-,-,-,-,-
7181875,0.0389701199,0.0039783094,0.0165192166,0.0291416208,-0.012500535,5.55E-16,0.9999998111,0.0002780181,1.27E-06,1,1,0,0,1,0,-,-,-,-,-,-,SVEN_6572,25,7181900,7183156,1,Nitric oxide synthase oxygenase,-,-,-,-,-,-,-,0.1033167307,-0.8228276994,-1.503499354,0.0400873866,0.4773346058,0.5951675112,0.7020400982
2577650,0.0389529576,-0.0019693046,0.0079871879,0.0065532726,-0.0156293157,5.78E-16,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2380,582,2573271,2577068,-1,Cytoplasmic axial filament protein CafA and Ribonuclease G,-,-,-,-,-,-,-0.5609947046,0.4243783026,1.4231376139,-0.6227810748,0.0324257168,-0.0680357564,0.3304795686,-,-,-,-,-,-,-
4980625,0.0388233547,0.005694807,0.0110456145,0.0110446057,-0.0023325195,7.79E-16,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_4623,44,4980084,4980581,-1,Transcription elongation factor GreA,-,-,-,-,-,-,-0.0169478816,-0.0816495196,1.3753914576,-0.3919125615,-0.151747867,0.3146293656,1.2349142446,-,-,-,-,-,-,-
5488600,0.0044486527,0.0273654007,0.0045183931,0.013465713,-0.0002826922,0.9999517222,1.03E-15,1,0.9999999907,1,0,1,0,0,0,SVEN_5095,1395,5485856,5487205,-1,uncharacterized protein probably involved in trehalose biosynthesis,-,-,-,-,-,-,0.0241843682,0.0213956634,-0.1707738311,-0.0903922067,-0.6386547203,0.0549557368,0.2116019318,-,-,-,-,-,-,-
4090875,0.0386788901,0.0063467743,0.0128048688,0.0192116377,-0.0156858058,1.09E-15,0.9999998111,0.4901421436,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t38,13,4090888,4090960,1,tRNA-Arg,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2884050,0.0386011929,0.0028279943,0.0030672379,0.0016658561,-0.0045064009,1.30E-15,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2645,41,2883206,2884009,-1,putative integral membrane protein,SVEN_2646,103,2884153,2886324,1,Multimodular transpeptidase-transglycosylase,0.3087396119,-0.144933891,0.0044750887,0.0286781402,0.0819736217,-0.0324829596,-0.206081486,0.0994584279,0.0589782481,-0.1348970647,-0.2895861335,-0.7309408561,-0.2234430066,-0.2485238204
5005650,0.0383307209,0.0080901022,0.0256520061,0.0160021122,0.0006895018,2.41E-15,0.9999998111,1.41E-15,0.9999999907,1,1,0,1,0,0,SVEN_4648,-86,5005620,5005736,-1,hypothetical protein,-,-,-,-,-,-,-0.0141445705,0.1044006336,-0.0953112813,-0.4805610579,-1.9105124287,-0.1908586919,-0.0928968862,-,-,-,-,-,-,-
2009900,0.0384053567,0.0022416088,0.0038609687,0.0163331479,-0.0370380975,2.03E-15,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1803,267,2008212,2009633,-1,Cysteine desulfurase,-,-,-,-,-,-,-0.0813583457,-0.1296619242,0.3261180219,-0.0781017518,-0.1304844439,-0.4671508115,-0.0812456858,-,-,-,-,-,-,-
6058825,0.0382474251,0.0025048489,0.0057205138,0.0064846215,-0.0127417173,2.91E-15,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_5571,229,6057682,6058596,-1,hypothetical protein,SVEN_5572,293,6059118,6060617,1,Methylmalonate-semialdehyde dehydrogenase,0.3648723035,-0.0312325663,-0.1882851743,0.0303154744,0.173396797,0.0721445065,0.0271473538,0.2436619589,0.096794404,0.779408779,-3.1104849656,0.6118774138,0.4098391559,0.121129998
4168375,0.0380407388,0.0004301003,0.0058880821,0.0105780351,-0.0184309629,4.65E-15,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_3843,23,4168098,4168352,-1,hypothetical protein,-,-,-,-,-,-,-0.1010291578,-0.0868514744,0.1103994312,-0.1354450791,0.1198891519,-0.7013603785,0.662452858,-,-,-,-,-,-,-
2545475,0.0379050552,-0.0016095538,0.0128993844,0.0090332748,-0.0175030524,6.31E-15,0.9999998111,0.4142695481,0.9999999907,1,1,0,0,0,0,SVEN_t15,-77,2545480,2545552,-1,tRNA-Ala,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1148775,0.0099956112,0.0267561259,0.0216009378,0.0274171929,-0.0004204778,0.9999517222,7.31E-15,5.54E-10,1.98E-05,1,0,1,1,1,0,SVEN_1005,259,1148124,1148516,-1,putative ankyrin protein,SVEN_1006,50,1148825,1149019,1,putative membrane protein SmeA,-0.1037387871,-0.6743570658,0.2864781825,-0.0284930624,-0.1286645723,-0.1432271361,0.1550069155,0.2509466634,0.4441688104,-0.2988912092,0.1502627575,-1.3914263444,-1.1745544431,-0.6986744897
2545450,0.0378364244,-0.0019952082,0.0122572878,0.0083802113,-0.0173593807,7.36E-15,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2353,223,2542342,2545227,-1,Leucyl-tRNA synthetase,-,-,-,-,-,-,-0.8749492849,0.5833867289,1.335144178,-1.1789159499,0.0284360764,-0.2363954821,0.2315177243,-,-,-,-,-,-,-
1920250,0.0166253571,0.0208906317,0.0015231538,0.0390366484,-0.0005501408,0.9999517222,1.28E-07,1,8.15E-15,1,0,1,0,1,0,-,-,-,-,-,-,SVEN_1722,-10,1920240,1921889,1,putative secreted alkaline phosphatase,-,-,-,-,-,-,-,0.0580753412,-2.1157046898,-0.2023445665,0.5014379732,0.8339980134,0.1449515277,0.1481400167
4734200,0.0377880154,0.0016507891,0.0054615558,0.0099370002,-0.0201428951,8.21E-15,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4378,325,4734525,4734833,1,SSU ribosomal protein S10p,-,-,-,-,-,-,-,-0.3674284079,1.9454519945,0.9850167291,-2.8706813832,0.1384069345,-0.5377313777,1.0974988903
4684700,0.0094720617,0.0266692146,0.0122764625,0.0379057793,-0.0011136704,0.9999517222,9.63E-15,1,9.21E-14,1,0,1,0,1,0,SVEN_4327,101,4683319,4684599,-1,Cytosine deaminase,SVEN_t53,117,4684817,4684889,1,tRNA-Thr,0.1149050764,-0.2432178958,-0.2425349148,-0.2739564365,-0.2086341164,-0.0339359653,-0.10119769,-,-,-,-,-,-,-
1182850,0.0376604102,0.0002179891,0.0023593249,0.0123503345,-0.0224065881,1.09E-14,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1040,1133,1181109,1181717,-1,Riboflavin synthase alpha chain,SVEN_1042,488,1183338,1185719,1,Chitodextrinase precursor,-0.3996593384,-1.7473816123,0.2272979679,-0.2139977387,0.2349440639,0.0421866013,0.1828040332,0.0099076659,0.0401714632,-0.0367958755,-0.0712946408,-0.04588546,-0.1933163049,-0.0477685666
1294600,0.0376473355,0.0021138445,0.0107520468,0.014669267,-0.0151275832,1.13E-14,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t7,-58,1294542,1294613,1,tRNA-Val,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7148425,0.0025280351,0.026502787,0.0049513792,0.018079132,-0.0021119825,0.9999517222,1.63E-14,1,0.9999999907,1,0,1,0,0,0,SVEN_6537,953,7144569,7147472,-1,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2425575,0.0374499116,-0.0042081746,0.0115311846,0.0056794169,-0.0186732426,1.75E-14,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t14,38,2425465,2425537,-1,tRNA-Asn,SVEN_2250,133,2425708,2426019,1,Small hypothetical protein Hyp1,-,-,-,-,-,-,-,-0.2417093702,-1.2340645189,0.1235403523,-0.0912355329,-0.8042704386,-0.8635484575,0.2962400985
2573200,0.0374468918,0.0028080356,0.0009161055,0.0084925806,-0.0152185376,1.76E-14,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2379,91,2572789,2573109,-1,LSU ribosomal protein L21p,-,-,-,-,-,-,-0.3637928848,0.6758587776,0.977690671,-1.1504774557,-0.2653345193,-0.4655749794,0.4868098796,-,-,-,-,-,-,-
600575,0.0126773015,0.0092509025,0.0089782935,0.0385239469,-0.0003693813,0.9999517222,0.9999998111,1,2.47E-14,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_0529,228,600803,602992,1,Catalase or Peroxidase,-,-,-,-,-,-,-,-0.0167516042,-0.0166980252,-0.6839172644,-1.7620493416,-1.3257538733,-1.0448534681,-0.4955883405
1024225,0.0196511447,0.0187747891,0.0043778221,0.0383576731,-0.0003452377,0.296906252,1.98E-05,1,3.53E-14,1,0,1,0,1,0,SVEN_0894,11,1023612,1024214,-1,Nitrilotriacetate monooxygenase component B,SVEN_0895,-9,1024216,1024731,1,hypothetical protein,-0.0365703646,0.3148240891,0.159475047,-0.0896757336,0.142931874,0.0153220886,0.2940170804,0.0341945114,0.0135577524,0.0160266284,0.0520412511,-0.0960141232,0.1070311367,0.0159428919
670825,0.0158105069,0.0113829932,0.0036434732,0.0380717259,0.0012545708,0.9999517222,0.9999998111,1,6.48E-14,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_0580,103,670928,671590,1,Deoxyadenosine kinase or Deoxyguanosine kinase,-,-,-,-,-,-,-,-0.4685298588,-0.4515945433,0.5935790447,-0.5934967311,-0.0131263613,0.0525494891,0.1622557057
7203100,0.0093835984,0.0260460041,0.001878022,0.0164824324,-0.0030016984,0.9999517222,6.81E-14,1,0.9999999907,1,0,1,0,0,0,SVEN_6590,-3,7201670,7203103,-1,Beta-glucosidase,-,-,-,-,-,-,-0.005260164,0.0710895448,-0.0260100173,-0.2404219191,-0.0273368933,0.0144809607,0.3220092628,-,-,-,-,-,-,-
4754900,0.0365373126,0.004578792,0.0090077878,0.015394629,-0.0197616306,1.30E-13,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4412,109,4755009,4755452,1,LSU ribosomal protein L13p,-,-,-,-,-,-,-,-0.0068117236,0.9580935252,1.2209793609,-1.3739974491,-0.0009583001,-0.234439183,1.0186618384
86775,0.0362837206,-0.0020042579,0.0039345915,0.0060239285,-0.010722755,2.25E-13,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_0090,503,87278,88687,1,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanine ligase",-,-,-,-,-,-,-,-0.050383919,-0.1822010794,-0.1012545063,-0.6400532456,-0.5462427387,0.0183661145,-0.0665713961
4090850,0.0362371374,0.0072593173,0.0117117489,0.0181440762,-0.0129652761,2.49E-13,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_3763,113,4090552,4090737,-1,hypothetical protein,SVEN_t38,38,4090888,4090960,1,tRNA-Arg,0.1272956283,0.0666881085,0.0709627545,-0.0097715729,0.035309379,0.0049562868,0.106436698,-,-,-,-,-,-,-
1487100,0.0361096,-7.40E-06,0.0024730705,0.0161475019,-0.0183126185,3.27E-13,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1325,1973,1483673,1485127,-1,putative integral membrane transport protein,-,-,-,-,-,-,-1.6936552444,0.1784223148,0.0146333122,-0.0305415986,-0.006909459,-0.0048392231,-0.0770913791,-,-,-,-,-,-,-
1877775,0.0360077344,0.0006111225,0.0046732615,0.0060451852,-0.0065760032,4.07E-13,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1677,240,1872973,1877535,-1,Glutamate synthase,-,-,-,-,-,-,0.0252086177,-1.5183252956,2.2204046095,-0.0140407511,1.7367382241,-1.1373551329,0.2228849698,-,-,-,-,-,-,-
8222750,0.0160517617,0.0254215943,0.0041639537,0.0299123191,-0.0018479049,0.9999517222,4.62E-13,1,3.55E-07,1,0,1,0,1,0,-,-,-,-,-,-,SVEN_7452,309,8223059,8223661,1,hypothetical protein,-,-,-,-,-,-,-,0.0624132675,0.0910167595,0.1262900386,0.0637431233,-0.0119588721,0.0017630488,0.0212827385
7953575,0.0080392128,0.0251847564,0.0040411689,0.016357186,0.0006623702,0.9999517222,9.44E-13,1,0.9999999907,1,0,1,0,0,0,SVEN_7228,625,7952351,7952950,-1,"Transcriptional regulator, TetR family",SVEN_7230,1107,7954682,7955563,1,Transcription regulator,-0.0474818894,-0.4171404814,-0.1072541215,0.0354686252,0.2880966334,0.1494655903,-0.1048072536,0.0625070024,-0.0594003315,0.0174037867,-0.0826317776,-0.0175987321,-0.0700671865,-0.0692901887
3610525,0.0354721488,0.0009044427,0.005241837,0.009568047,-0.0151345637,1.27E-12,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t30,-21,3610473,3610546,-1,tRNA-Thr,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2909800,0.0066529621,0.0073119994,0.0025804614,0.0366393419,-0.0048180349,0.9999517222,0.9999998111,1,1.28E-12,1,0,0,0,1,0,SVEN_2675,21,2909468,2909779,-1,hypothetical protein,-,-,-,-,-,-,-0.0333343777,-0.4065205075,0.0727773128,-0.1245727212,-0.2315345792,-0.21919146,0.3590009603,-,-,-,-,-,-,-
